source_text,target_text,source_lang,target_lang,origin,detected_lang
"MULTICOLOR Powder coating GLOSS LEVELS  Silk gloss  Matt  Matt, fine texture MULTICOLOR 13 12 MULTICOLOR RAL 1027 Curry yellow RAL 1034 Pastel yellow RAL 2001 Red orange RAL 1028 Melon yellow RAL 1035 Pearl beige RAL 2002 Blood orange RAL 1032 Broom yellow RAL 1037 Sunny yellow RAL 2003 Pastel orange RAL 2008 Light red orange RAL 2012 Salmon orange RAL 2009 Traffic orange RAL 3000 Fiery red RAL 2010 Signal orange RAL 3001 Signal red RAL 1000 Green beige RAL 1004 Golden yellow RAL 1011 Brown beige RAL 1016 Sulphur yellow RAL 1001 Beige RAL 1005 Honey yellow RAL 1012 Lemon yellow RAL 1017 Saffron yellow RAL 1002 Sandy yellow RAL 1006 Corn yellow RAL 1014 Ivory RAL 1018 Zinc yellow RAL 1003 Signal yellow RAL 1007 Daffodil yellow RAL 1015 Light ivory RAL 1019 Grey beige RAL 1020 Olive yellow RAL 1021 Rapeseed yellow RAL 1023 Traffic yellow RAL 1024 Ochre Silk gloss RAL 1033 Dahlia yellow RAL 2000 Yellow orange RAL 2004 Pure orange RAL 2011 Deep orange RAL 3002 Carmine red 15 14 MULTICOLOR RAL 4004 Bordeaux violet RAL 4008 Signal violet RAL 5001 Green blue RAL 5005 Signal blue RAL 5010 Gentian blue RAL 4005 Blue lilac RAL 4009 Pastel violet RAL 5002 Ultramarine blue RAL 5007 Diamond blue RAL 5011 Steel blue RAL 4006 Traffic purple RAL 4010 Telemagenta RAL 5003 Sapphire blue RAL 5008 Grey blue RAL 5012 Light blue RAL 4007 Purple violet RAL 5000 Violet blue RAL 5004 Black blue RAL 5009 Azure blue RAL 5013 Cobalt blue RAL 3003 Ruby red RAL 3009 Oxide red RAL 3014 Dusky pink RAL 3004 Purple red RAL 3011 Brown red RAL 3015 Light pink RAL 3005 Wine red RAL 3012 Beige red RAL 3016 Coral red RAL 3007 Black red RAL 3013 Tomato red RAL 3017 Rosé RAL 3018 Strawberry red RAL 3031 Oriental red RAL 3020 Traffic red RAL 4001 Red lilac RAL 3022 Salmon red RAL 4002 Red violet RAL 3027 Raspberry red RAL 4003 Heather purple 17 16 MULTICOLOR RAL 6011 Reseda green RAL 6015 Black olive RAL 6019 White green RAL 6024 Traffic green RAL 6028 Pine green RAL 6012 Black green RAL 6016 Turquoise green RAL 6020 Chromium oxide green RAL 6025 Fern green RAL 6029 Mint green RAL 6013 Reed green RAL 6017 May green RAL 6021 Pale green RAL 6026 Opal green RAL 6032 Signal green RAL 6014 Yellow olive RAL 6018 Yellow green RAL 6022 Brown olive RAL 6027 Light green RAL 6033 Mint turquoise RAL 5014 Pigeon blue RAL 5019 Capri blue RAL 5023 Distant blue pane RAL 6002 Foliage green RAL 6007 Bottle green RAL 6000 Patina green RAL 6004 Blue green RAL 6009 Fir green plain RAL 5015 Sky blue RAL 5020 Ocean blue RAL 5024 Pastel blue RAL 6003 Olive green RAL 6008 Brown green RAL 6001 Emerald green RAL 6006 Grey olive RAL 6010 Grass green RAL 5017 Traffic blue RAL 5021 Water blue RAL 5018 Turquoise blue RAL 5022 Midnight blue MULTICOLOR 19 18 MULTICOLOR RAL 7031 Blue grey RAL 7036 Platinum grey RAL 7040 Window grey pane RAL 7045 Telegrey 1 RAL 7032 Pebble grey RAL 7037 Dusty grey RAL 7042 Traffic grey A RAL 7046 Telegrey 2 RAL 7033 Cement grey RAL 7038 Agate grey RAL 7043 Traffic grey B RAL 7047 Telegrey 4 RAL 7034 Yellow green RAL 7039 Quartz grey RAL 7044 Silk grey RAL 7048 Pearl mouse grey RAL 6034 Pastel turquoise RAL 7001 Silver grey RAL 7005 Mouse grey RAL 7010 Tent grey RAL 7022 Umbra grey RAL 7003 Moss grey RAL 7008 Khaki grey RAL 7013 Brown grey RAL 7026 Granite grey RAL 6036 Pearl opal green RAL 7002 Olive grey RAL 7006 Beige grey RAL 7011 Iron grey RAL 7023 Concrete grey RAL 7004 Signal grey RAL 7009 Green grey RAL 7021 Black grey RAL 7030 Stone grey RAL 6037 Pure green RAL 7000 Feh grey RAL 8000 Green brown RAL 8001 Ochre brown RAL 8002 Signal brown RAL 8004 Copper brown 20 MULTICOLOR RAL 8015 Chestnut brown RAL 8023 Orange brown RAL 9004 Signal black RAL 9017 Traffic black RAL 8016 Mahogany brown RAL 8024 Beige brown RAL 8017 Chocolate brown RAL 8025 Pale brown RAL 9018 Papyrus white RAL 9022 Pearl light grey RAL 8022 Black brown RAL 8028 Terra brown RAL 9001 Cream white RAL 9002 Grey white RAL 9003 Signal white RAL 9005 Jet black RAL 9010 Pure white RAL 9011 Graphite black RAL 8007 Fawn brown pane RAL 8008 Olive brown RAL 8011 Nut brown RAL 8012 Reddish brown 21 22 MULTICOLOR 23 Matt 0003 M Beige RAL 7043 M Traffic grey B RAL 3004 M Purple red RAL 8011 M Nut brown RAL 7001 M Silver grey RAL 7011 M Iron grey C32PB Light bronze RAL 7038 M Agate grey RAL 1015 M Light ivory RAL 8001 M Ochre brown RAL 5002 M Ultramarine blue RAL 8016 M Mahogany brown RAL 7004 M Signal grey RAL 7021 M Black grey C35PB Black RAL 7039 M Quartz grey RAL 1019 M Grey beige RAL 8003 M Clay brown RAL 5014 M Pigeon blue RAL 8017 M Chocolate brown RAL 7005 M Mouse grey RAL 7022 M Umbra grey RAL 7040 M Window grey RAL 3003 M Ruby red RAL 8007 M Fawn brown plain RAL 6009 M Fir green plain RAL 8022 M Black brown RAL 7006 M Beige grey RAL 9001 M Cream white RAL 9010 M Pure white C31PB Pale bronze RAL 7037 M Dusty grey RAL 7042 M Traffic grey A MULTICOLOR Matt, fine texture DB colors RAL 7022 MF Umbra grey DB 502 Blue iron mica DM 03 MF Brown marble DB 704 Grey pearl mica RAL 7039 MF Quartz grey DB 603 Green iron mica DM 01 MF Green marble DB 701 Light grey iron mica DM 02 MF Grey marble DB 702 Grey iron mica 24 25 27 The VSR colors are based on the definition of the Association of Swiss Sun and Weather Protection Suppliers.","""MULTICOLOR Powder coating Gloss Levels:",ita_Latn,eng_Latn,pdf_mining,en
"Has overload protection, obstacle and icing detection.","It has overload protection, obstacle detection, and icing detection.",ita_Latn,eng_Latn,pdf_mining,en
SOMFY RTS receiver NATURAL ARCTIC IRON PURE PURE SILVER 62 63 New to the range.,SOMFY RTS receiver - NATURAL ARCTIC IRON PURE PURE SILVER 62 63 - New to the range.,ita_Latn,eng_Latn,pdf_mining,en
SOMFY RTS receiver NATURAL ARCTIC IRON PURE PURE SILVER 62 63 New to the range.,Récepteur RTS SOMFY - ARCTIC IRON NATUREL PUR PURE SILVER 62 63 - Nouveau sur la gamme.,ita_Latn,fra_Latn,pdf_mining,en
SOMFY RTS receiver NATURAL ARCTIC IRON PURE PURE SILVER 62 63 New to the range.,Receptor RTS SOMFY - ARCTIC IRON NATURAL PUR PURE SILVER 62 63 - Nuevo en el catálogo.,ita_Latn,spa_Latn,pdf_mining,en
Please read this description carefully before operating this tool.,Please read this description carefully before using this tool.,ita_Latn,eng_Latn,pdf_mining,en
50 Wichtig: • während der Montage darf die Dichtung nicht überdehnt werden.,"""During assembly, the sealing must not be overinflated. (or: The sealing should not be overinflated during assembly.)""",ita_Latn,eng_Latn,pdf_mining,de
50 Wichtig: • während der Montage darf die Dichtung nicht überdehnt werden.,"""Pendant l'assemblage, la serrure ne doit pas être surpressée.""",ita_Latn,fra_Latn,pdf_mining,de
50 Wichtig: • während der Montage darf die Dichtung nicht überdehnt werden.,"""Durante la montaje, la sellado no debe ser sobreinflada.""",ita_Latn,spa_Latn,pdf_mining,de
STANDARD DICHTUNGEN STANDARD GASKETS WE THINK THE WORLD OF PLASTICS 1 2 AUSGABE: 03-2023 ÄNDERUNGEN UND VERFÜGBARKEITEN VORBEHALTEN.,"""Standard Dichtungen Standard Gaskets - We value plastics. Issue: 03-2023. Changes and Availability reserved.""",ita_Latn,eng_Latn,pdf_mining,de
STANDARD DICHTUNGEN STANDARD GASKETS WE THINK THE WORLD OF PLASTICS 1 2 AUSGABE: 03-2023 ÄNDERUNGEN UND VERFÜGBARKEITEN VORBEHALTEN.,"""Dichtements standard Dichtungen des plastiques - Nous tenons très haut. Émission: 03-2023. Modifications et disponibilité réservées.""",ita_Latn,fra_Latn,pdf_mining,de
STANDARD DICHTUNGEN STANDARD GASKETS WE THINK THE WORLD OF PLASTICS 1 2 AUSGABE: 03-2023 ÄNDERUNGEN UND VERFÜGBARKEITEN VORBEHALTEN.,"""Dichtados estándar Dichtados de plásticos - Los valoramos mucho. Edición: 03-2023. Cambios y disponibilidad reservados.""",ita_Latn,spa_Latn,pdf_mining,de
The TP1000K roller shutter can be installed from the internal and external side.,The TP1000K roller shutter can be installed from the inside and the outside.,ita_Latn,eng_Latn,pdf_mining,en
HIGHLY INSULATING MATERIAL The shutter boxes from Beck+Heun are manufactured of highly-insulating Polysty- rene® [λ = 0.035 W/(mK)].,"""The shutter boxes from Beck+Heun are made of highly insulating Polystyrene® [λ = 0.035 W/(mK)].""",ita_Latn,eng_Latn,pdf_mining,en
1 Window stop rail Provides additional stabilisation for the window frame.,One window stop rail ensures extra stability for the window frame.,ita_Latn,eng_Latn,pdf_mining,en
"Whether for new building or renovation of historic buildings, you will find the visual solution that suits your project.","Regardless of whether it's a new construction or the restoration of historic buildings, you will find a visual solution that fits your project.",ita_Latn,eng_Latn,pdf_mining,en
"PARTITION BOARD Suitable for the system, partition boards offer the possibility of installing two, or even more, individual shutter systems in one box.","Partition board suitable for the system, allows the installation of two or more individual shutter systems in one box.",ita_Latn,eng_Latn,pdf_mining,en
"PARTITION BOARD Suitable for the system, partition boards offer the possibility of installing two, or even more, individual shutter systems in one box.","Plate-mur partage adaptée pour le système, offre la possibilité d'installer deux ou même plus de systèmes de volets individuels dans une seule boîte.",ita_Latn,fra_Latn,pdf_mining,en
"PARTITION BOARD Suitable for the system, partition boards offer the possibility of installing two, or even more, individual shutter systems in one box.","Tablero de partición adecuado para el sistema, permite la instalación de dos o más sistemas de persianas individuales en una sola caja.",ita_Latn,spa_Latn,pdf_mining,en
Aluminium is the ideal material for use in components that are daily exposed to the weather and that have to be light as well as extremely strong.,Aluminum is the ideal material for components that are daily exposed to the weather and need to be both lightweight and extremely strong.,ita_Latn,eng_Latn,pdf_mining,en
The products of Beck+Heun are some of the highest quality and most ­innovative products on the market.,"""The products of Beck+Heun are among the highest quality and most innovative on the market.""",ita_Latn,eng_Latn,pdf_mining,en
"Moreover, almost limitless possibilities arise through the flexible adapta- tion to structural particulari- ties and the manufacturing of individual solutions.","In addition, nearly unlimited possibilities arise through the flexible adaptation to specific structural features and the manufacturing of customized solutions.",ita_Latn,eng_Latn,pdf_mining,en
"Moreover, almost limitless possibilities arise through the flexible adapta- tion to structural particulari- ties and the manufacturing of individual solutions.","En outre, des possibilités presque illimites s'offrent grâce à l'adaptation flexible aux particularités structurales et à la fabrication de solutions individuelles.",ita_Latn,fra_Latn,pdf_mining,en
"Moreover, almost limitless possibilities arise through the flexible adapta- tion to structural particulari- ties and the manufacturing of individual solutions.","Además, surgen posibilidades casi ilimitadas gracias a la adaptación flexible a las particularidades estructurales y la fabricación de soluciones individuales.",ita_Latn,spa_Latn,pdf_mining,en
"FAÇADE-INTEGRABLE Through the outer leg and inner leg that can be plastered over, complete integration of the boxes in the building façade is possible.","""Integrable FAÇADE: Integration of the boxes into the building façade is possible through outer and inner legs that can be plastered over.""",ita_Latn,eng_Latn,pdf_mining,en
"FAÇADE-INTEGRABLE Through the outer leg and inner leg that can be plastered over, complete integration of the boxes in the building façade is possible.","""Façade intégrable : Par les jambes extérieures et intérieures qui peuvent être enduites, l'intégration complète des boîtes dans la façade du bâtiment est possible.""",ita_Latn,fra_Latn,pdf_mining,en
"FAÇADE-INTEGRABLE Through the outer leg and inner leg that can be plastered over, complete integration of the boxes in the building façade is possible.","""Fachada integrable: La integración de los contenedores en la fachada del edificio es posible a través de las piernas exteriores e interiores que pueden ser recubiertas.""",ita_Latn,spa_Latn,pdf_mining,en
"BUILDING PHYSICS WITH TOP GRADES SAFE ALL-ROUND STABILUM SK for ROKA-TOP® 2 PLUS + The tested premium solution among the stabilising brackets + All-round window fastening according to RAL guidelines + Secure dissipation of wind and impact loads + Permanently connected to the building structure More details for the STABILUM on page 34 Since the topic of statics and reinforcement is subject to constant further development, please refer to the BECK+HEUN technical portal for the available versions.","""Building Physics with Top Grades Safe All-Round STABILUM SK for ROKA-TOP® 2 PLUS +",ita_Latn,eng_Latn,pdf_mining,en
"BUILDING PHYSICS WITH TOP GRADES SAFE ALL-ROUND STABILUM SK for ROKA-TOP® 2 PLUS + The tested premium solution among the stabilising brackets + All-round window fastening according to RAL guidelines + Secure dissipation of wind and impact loads + Permanently connected to the building structure More details for the STABILUM on page 34 Since the topic of statics and reinforcement is subject to constant further development, please refer to the BECK+HEUN technical portal for the available versions.","""Physique de construction avec la solution de pointe STABILUM Sûre tout-à-fait autour SK pour ROKA-TOP® 2 PLUS +",ita_Latn,fra_Latn,pdf_mining,en
The system has been designed so that it can easily be equipped with burglar- resistant hardware – which leaves you feeling safer already.,The system is designed to be easily upgradable with anti-burglary hardware – making you feel safer right away.,ita_Latn,eng_Latn,pdf_mining,en
"19 18 Delivery programme Dimensions (mm) M 640 White H 654 White ES / D 669 White ES 913 Black ES 712 Yellow ES 411 Red ES 520 Green* ES 814 Blue WA 155 Dark Grey WA 112 Light Grey WA 654 AB antibacterial 2000 x 1000 x 1 x x x x x 2000 x 1000 x 1,5 x x x 2000 x 1000 x 2 x x x x x x x x x 2000 x 1000 x 3 x x x x x x x x 2000 x 1000 x 4 x x x 2000 x 1000 x 5 x x x 2440 x 1220 x 1 x 2440 x 1220 x 2,3 x 2440 x 1220 x 2,5 x 3000 x 1500 x 2 x x x x 3000 x 1500 x 3 x x x x 3000 x 1500 x 4 x x x x 3000 x 1500 x 5 x x Sheets are protective foiled on one side (except WA 112 and WA 155).","""Delivery program dimensions (mm): M 640 x 654 x 1, White; ES: D 669 x 913 x 1,5, Black; ES: 712 x 411 x 1,5, Yellow; ES: 520 x 814 x 2, Green*; ES: 2000 x 1000 x 1 (except WA 112 and WA 155), AB, 2000 x 1000 x 1.5, 2000 x 1000 x 2, 2000 x 1000 x 3, 2000 x 1000 x 4, 2000 x 1000 x 5, 2440 x 12",ita_Latn,eng_Latn,pdf_mining,so
